,Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,quote_url,video,profile_image_url
0,1.0,1127935635400957954,1127935635400957954,1557755786000,2019-05-13,20:56:26,WIB,2262992802,mirza_husainiy,Mirza Quanta Ahady H,,Disadari atau tidak Kadang apa yg kita lihat sebagai “kerusakan” / penyimpangan itu sebenarnya karena ulah kita sendiri  Kita boleh sedih sampe pengen bunuh diri Apa dengan gitu selesai?  Bangkit lah Itu hanya sebagian kecil kehidupan Yo ngono kui urip 😅 seru kan?,,[],[],0,0,0,,[],https://twitter.com/mirza_husainiy/status/1127935635400957954,,,0,https://pbs.twimg.com/profile_images/896707936008810496/axlDn_bp.jpg
1,2.0,1127933327736881152,1127926425296617472,1557755235000,2019-05-13,20:47:15,WIB,839082153677725697,lvlia00,ʚ ʟɪᴀ ɞ,,Huhu berasa liat orang diputusin pacar lewat telfon terus pengen bunuh diri aja rasanya. Acting nya bagus 👏👏  pic.twitter.com/eR3YQnXrRO,,[],['https://pbs.twimg.com/media/D6c5YDlU0AA9ont.jpg'],1,0,0,,[],https://twitter.com/LVLIA00/status/1127933327736881152,,,0,https://pbs.twimg.com/profile_images/1124230039678021633/_dRnoVSf.jpg
2,7.0,1127650851529453568,1127648432976326657,1557687888000,2019-05-13,02:04:48,WIB,1052774662801784832,yeacryn,obyn #MILLARDALEBACK #ADVISBACK,,"jangan pernah menyerah yaaahh, sekalipun km bunuh diri yang rugi dikamu jugaaa:) hilangin pikiran itu okeee, banyak yg sayang sama kamu banyak yang masih pengen lihat kamu. jangan pernah menyeraaah, ingat banyak orang yg pengen melanjutkan hidup! semangaaat!!!",['rpautobase'],[],[],0,0,0,,[],https://twitter.com/yeacryn/status/1127650851529453568,,,0,https://pbs.twimg.com/profile_images/1127841278299762689/WuaYEFfS.jpg
3,24.0,1127262863112974338,1127210272848891905,1557595384000,2019-05-12,00:23:04,WIB,967450696692899840,sszc_01,Zasvicha,,Pasti sudah ga bisa tidur tuh anak.. semoga aja ga bunuh diri. Pengen tau ketika di tangkap nnt,"['hana_4taa', 'sirodjudin01', 'rizmawidiono', 'guecebongs', '4y4nkz', '_______b1g__k4y', 'ariantobulolo', 'badjanuswantara', 'nanedianti', '99armyk', 'alin7_11', 'andyarch77', 'darmogaty', 'anto_winarno']",[],[],5,3,16,,[],https://twitter.com/SSZC_01/status/1127262863112974338,,,0,https://pbs.twimg.com/profile_images/1046423512347340800/Y1Esmd01.jpg
4,31.0,1126894271368314882,1126867496454082560,1557507505000,2019-05-10,23:58:25,WIB,3396925817,ayukurniasihh,🍩🍫🍞🍔🍗🍜🌭🍦🍨🍷🍶☕,,jare pengen bunuh diri,['skkkrrrrttt'],[],[],1,0,0,,[],https://twitter.com/ayukurniasihh/status/1126894271368314882,,,0,https://pbs.twimg.com/profile_images/1126065348715765760/Bpurh_pM.jpg
5,35.0,1126857941947015168,1126850745376972800,1557498844000,2019-05-10,21:34:04,WIB,1048593887281868802,thegr8tasha,laf,,"inget amal, amal ga seberapa aja sok2an pengen bunuh diri",['tanya2rl'],[],[],0,0,0,,[],https://twitter.com/thegr8tasha/status/1126857941947015168,,,0,https://pbs.twimg.com/profile_images/1126879281177489408/EZjUh5MW.jpg
6,36.0,1126848615287144448,1126848003048857600,1557496620000,2019-05-10,20:57:00,WIB,1034118334889902083,emsubhann_,Subhan,,Kon frustasi atau pengen bunuh diri monggo,['dikars_'],[],[],1,0,0,,[],https://twitter.com/emsubhann_/status/1126848615287144448,,,0,https://pbs.twimg.com/profile_images/1042056863645233152/2-SyujcF.jpg
7,39.0,1126670738734194688,1126670738734194688,1557454211000,2019-05-10,09:10:11,WIB,2652907023,pathingy,/pat - PENGGANTI RLTHINGY - CEK PINNED,,/pat temenku gatau knp tiap lagi ngobrol sering nyinggung2 dia pengen bunuh diri. Itu dia beneran atau ga sih? Klo aku liat dia baik2 aja. Tapi kenapa sering ngomong dia pengen bunuh diri ya??,,[],[],15,0,0,,[],https://twitter.com/pathingy/status/1126670738734194688,,,0,https://pbs.twimg.com/profile_images/1119229930028404736/uTaf5QV_.jpg
8,41.0,1126616157358714880,1126471768841932800,1557441198000,2019-05-10,05:33:18,WIB,1017939924,aadhmusic_dadan,Dadan Hamdani,,"tangkap..  jgn pernah diliput media,pengen terkenal dgn cara bunuh diri.kaya pelaku BOM saja nih org dah gelap mata tuk raih tujuan .inget ye  ..surat alfathir ayat 43 Rencana jahat takan menimpa kecuali yg mrncanakanya sendiri","['jayabay19479190', 'hanjenif']",[],[],0,0,0,,[],https://twitter.com/aadhmusic_dadan/status/1126616157358714880,,,0,https://pbs.twimg.com/profile_images/1124274659262746624/oszeFUoS.jpg
9,43.0,1126523846599663617,1126523846599663617,1557419189000,2019-05-09,23:26:29,WIB,3018192458,yippietaetae,Nom Nom 🐾,,Pas liat taehyung rambut item itu serasa pengen bunuh diri di tol layang. Terlalu ganteng anjir. Rahim gua bergetar cuy T~T Buat Taehyung @BTS_twt jangan ganteng ganteng mas diriku gakuad :(,['bts_twt'],[],[],0,0,0,,[],https://twitter.com/Yippietaetae/status/1126523846599663617,,,0,https://pbs.twimg.com/profile_images/1126363778444959744/fKgrL5Rx.jpg
10,44.0,1126512444673646594,1126510160581541896,1557416471000,2019-05-09,22:41:11,WIB,1073264596708818944,yournicxrn,milo,,"km bahagia. sedikit2 bangkit yah nder, aku yakin km bisa. aku bisaa bangkit dr yg aku pengen banget mati bunuh diri kmaren gasemangat ngapa2in tp skrg aku bahagia bgt. suatu saat pasti km bakal nemuin hal baik dr knp km dijauhin dr dia, smg km bahagia trs yaa nder",['askfess'],[],[],1,0,0,,[],https://twitter.com/yournicxrn/status/1126512444673646594,,,0,https://pbs.twimg.com/profile_images/1127747850031357953/IpMu3G6L.jpg
11,45.0,1126488475962728448,1124998602059702272,1557410756000,2019-05-09,21:05:56,WIB,1092588173450870784,rahasiaillahi01,Abdullah,,"Mabuk agama itu kayak gimana sob? Coba saya pengen tau? Nanti saya intropeksi diri. klo memang saya mabuk agama, yaudah sini bunuh saya..",['marnombois'],[],[],0,0,0,,[],https://twitter.com/rahasiaillahi01/status/1126488475962728448,,,0,https://pbs.twimg.com/profile_images/1111404343649984513/DPWIiDte.jpg
12,47.0,1126438515812622336,1126408706390757376,1557398845000,2019-05-09,17:47:25,WIB,1106173679036035074,weje09667293,Weje,,Ga jadi pengen bunuh diri dunk !!!,['kompascom'],[],[],0,0,0,,[],https://twitter.com/Weje09667293/status/1126438515812622336,,,0,https://pbs.twimg.com/profile_images/1106176391916150785/ZUBsYRXo.jpg
13,48.0,1126354951855165440,1126354951855165440,1557378921000,2019-05-09,12:15:21,WIB,4683083358,atiendhie88,dhie8899,,"Jaman sekarang teroris kejahatanya bukan meneror kaya bom bunuh diri,  tapi bawa kabur lembar c1. Pengen ketawa takut lemes,  habis cairan 😂😂 #KamiBersamaFPI pic.twitter.com/9H6HOk8OWH",,[],['https://pbs.twimg.com/media/D6Gd2f2UUAAd2y-.jpg'],0,0,1,,['#kamibersamafpi'],https://twitter.com/atiendhie88/status/1126354951855165440,,,0,https://pbs.twimg.com/profile_images/1126005576255721473/JFoEjuKP.jpg
14,57.0,1126117061116088321,1126117061116088321,1557322204000,2019-05-08,20:30:04,WIB,465375962,mh_muhammadhady,MHady,,""" seorang pemuda nekad melakukan aksi bunuh diri karna pengen cpat2 masuk surga""",,[],[],0,0,0,,[],https://twitter.com/MH_MuhammadHady/status/1126117061116088321,,,0,https://pbs.twimg.com/profile_images/931238840236261376/ntdQFNF3.jpg
15,58.0,1126111322184142848,1126105811858518018,1557320836000,2019-05-08,20:07:16,WIB,1117643106340311041,keyathenaa,dramaqueen.,,Pengen bunuh orang yg gatau diri,['tanya2rl'],[],[],0,0,0,,[],https://twitter.com/keyathenaa/status/1126111322184142848,,,0,https://pbs.twimg.com/profile_images/1127009928906805248/6f9tVbs1.jpg
16,12.0,1125405735473385474,1125402131106680832,1557152611000,2019-05-06,21:23:31,WIB,156190561,oustypaskalis,Ousty Paskalis,,"Hahaha sbnrnya gue udh pengen nonton dari lama, kirain serem, ternyata sedih😭 anaknya yg mati lucu bgt juga, Mon🙃  Nggak sabar gue sama part II, masih penasarannn😅",['tiomonick'],[],[],1,0,0,,[],https://twitter.com/oustypaskalis/status/1125405735473385474,,,0,https://pbs.twimg.com/profile_images/1102431100079501312/7dpre-aq.jpg
17,13.0,1125348717786058752,1125323896813547521,1557139016000,2019-05-06,17:36:56,WIB,1125347056619409408,bb069,🐶,,Kenapa pengen #GalaxyM10 karena pengen ganti  hp kakkk:(((((((( hp ku kadang suka ngelag dan suka mati ngedadak huhu sedih kannnnnnnnn😭  Semoga semoga menangg karna #GalaxyM10 adalah takdirku haha😂 #sobatantilowbat #debrigiveaway,['debrisumule'],[],[],0,0,0,,"['#galaxym10', '#galaxym10', '#sobatantilowbat', '#debrigiveaway']",https://twitter.com/Bb069/status/1125348717786058752,,,0,https://pbs.twimg.com/profile_images/1125347166782779394/ezCcR5jU.jpg
18,18.0,1124140253193748480,1124140253193748480,1556850896000,2019-05-03,09:34:56,WIB,948160260966985730,amorfati_787,D!t 🌹,,"Aku tadinya mati matian gak mau mereka pisah pokoknya tetep harus sama sama terus. Tapi kalau dipikir lagi itu egois banget. Mereka tetep berusaha biar fans gak sedih tapi disatu sisi aku tau mereka pengen coba jalan baru. Apapun itu, I will always support you my girls! ❤",,[],[],0,0,0,,[],https://twitter.com/AmorFati_787/status/1124140253193748480,,,0,https://pbs.twimg.com/profile_images/1127541806890012672/RJ3kaJug.jpg
19,19.0,1124109680421163008,1124109680421163008,1556843607000,2019-05-03,07:33:27,WIB,1053908921423880192,dindarsb,dindarsb,,"kesel tingkat dewa zeus, adalah ketika : nonton bioskop, pas lagi jalan dari lobby ke studio ketemu orang yg baru kelar nonton. ""eh sedih ya, iron man nya mati""   walah gustiiiii pengen tak suek suek tiketku :((",,[],[],0,0,0,,[],https://twitter.com/dindarsb/status/1124109680421163008,,,0,https://pbs.twimg.com/profile_images/1125668181710737408/jTe5EIGC.jpg
20,25.0,1122114706309672961,1122114706309672961,1556367968000,2019-04-27,19:26:08,WIB,106753829,icansitumorang,ican situmorang,,Pengen bilang sedih kali karena ironman mati tapi ga dibolehin spoiler hmm,,[],[],0,0,0,,[],https://twitter.com/icansitumorang/status/1122114706309672961,,,0,https://pbs.twimg.com/profile_images/1072570265836707843/9_wYyi9y.jpg
21,26.0,1122004364103520257,1122004364103520257,1556341660000,2019-04-27,12:07:40,WIB,44561934,nonamaya222,Ms. Totoro - IG @lemaricoklatua,,"Nonton #Possessed di Nexflix itu: Eps 1-13 : gemes, gregetan, takut Eps 13-15: sedih, pen nangis, emosik, hasrat pengen banting galon aqua meningkat krn udah pd mati satu2 Eps 16 : pen niban writernim nya pake kulkas 2 pintu. SUMFEH ENDING MACAM APA ITUUU HAH HAH HAH?! 🤬🤬",,[],[],1,1,1,,['#possessed'],https://twitter.com/NonaMaya222/status/1122004364103520257,,,0,https://pbs.twimg.com/profile_images/1106991602604470272/YCVBEY0w.jpg
22,27.0,1121961286206545921,1121961286206545921,1556331390000,2019-04-27,09:16:30,WIB,41001117,akundugong,🤯,,"Ya di endgame memang ada yg mati.. tapi ku ga sedih sampe bikin pengen nangess.. kerna.. kerna..  film superhero sangat tidak relatable di kehidupan nyata, hhh gimana gue bisa sedih..",,[],[],2,0,0,,[],https://twitter.com/akundugong/status/1121961286206545921,,,0,https://pbs.twimg.com/profile_images/1127774925853323264/i2NLiewB.jpg
23,28.0,1121515244893786112,1121515244893786112,1556225045000,2019-04-26,03:44:05,WIB,1121185201,sifaaaw,Sifa,,"tuh kan, liat tokoh2 avengers katanya mati trus bikin sedih, gue jadi malah pengen nonton",,[],[],0,0,0,,[],https://twitter.com/SifaaAw/status/1121515244893786112,,,0,https://pbs.twimg.com/profile_images/1093957297947140097/J-7lUppP.jpg
24,29.0,1121406367326072832,1121364201665024000,1556199087000,2019-04-25,20:31:27,WIB,1655544312,okkyhelja,okky helja octora syahida rahman,,Iron man juga idolaku mbaaaak. Sedih banget pas mati 😫. Rasane pengen melu layat. Pahlawan sejati,"['wulandarimarta', 'yossiearliando']",[],[],1,0,1,,[],https://twitter.com/OkkyHelja/status/1121406367326072832,,,0,https://pbs.twimg.com/profile_images/1126624120588759040/q2vMlMbF.jpg
25,30.0,1121079222594723841,1121079222594723841,1556121089000,2019-04-24,22:51:29,WIB,240954932,aloysrag,Aloysius Ragil,,"Gw: eh tong gw lagi sedih banget, rasanya pengen mati.  Temen: iya nih sama.  Kelarrr, gitu aja  hidup gak ada yg supportnya.  #awreceh #recehkantwiter #twitterreceh #kegoblokanyangunfaedah",,[],[],0,2,9,,"['#awreceh', '#recehkantwiter', '#twitterreceh', '#kegoblokanyangunfaedah']",https://twitter.com/aloysrag/status/1121079222594723841,,,0,https://pbs.twimg.com/profile_images/1108769900229586944/2GECOO41.jpg
26,31.0,1120985277122498565,1120984401179865089,1556098691000,2019-04-24,16:38:11,WIB,982041673,mhdrohman10,Muhammad Rohman,,"Terus td ceritanya emaknya dtg tuh, liat anaknya mati kyk minta tolong gitu dia sama gua, mngkn dia kalo manusia pengen ngmng ""tolong dong, anak saya kenapa"" dia sambil natap gua terus sambil meong2 gt, sedih lah tokay bgt itu kucing garong.",,[],[],1,0,0,,[],https://twitter.com/mhdrohman10/status/1120985277122498565,,,0,https://pbs.twimg.com/profile_images/1119587404958986240/ZmYOEIKA.jpg
27,32.0,1120720457777340417,1120720457777340417,1556035553000,2019-04-23,23:05:53,WIB,739351959577071616,rizalzulkrnain,Anda sendiri yang,,Sedih denger berita di tv ada KPPS skitar 103 orng yg meninggal akibat kelalahan.  Gw dlam hati pengen gitu dnger kabar NETIZEN MATI AKIBAT KELELAHAN NGEEBACOOT tntng pilpres.  Kalo udah nyoblos yaa udaah. Kmu kira bacotmu di sosmed bisa ngubah nasib negara ? Goooblwuok.,,[],[],3,0,20,,[],https://twitter.com/rizalzulkrnain/status/1120720457777340417,,,0,https://pbs.twimg.com/profile_images/1114857648673832961/1Z_PBOY1.jpg
28,34.0,1120346045181915136,1120346045181915136,1555946286000,2019-04-22,22:18:06,WIB,192453325,nbllaervn,❄,,"Abis baca tweet orang ttg rokok. Membahas soal rokok.. Kenapa gw tbtb ngerasa sedih banget pas tau dia udah jadi perokok aktif ya? Dia dulu mati-matian loh nolak rokok, sampe bela-belain beli vape harga jutaan demi pengen ngebul tapi tida dgn udut. Terus pas kemarin main..",,[],[],1,0,0,,[],https://twitter.com/nbllaervn/status/1120346045181915136,,,0,https://pbs.twimg.com/profile_images/1111312776876556288/Iwo95iEE.jpg
29,38.0,1118897219833196549,1118897219833196549,1555600859000,2019-04-18,22:20:59,WIB,383184092,helloerda,Erda,,"morron bisa bunuh diri ga sih? risih, pengen ngeliat mereka mati sedih akan kegoblokanya.",,[],[],0,0,0,,[],https://twitter.com/HelloErda/status/1118897219833196549,,,0,https://pbs.twimg.com/profile_images/1076800054088818688/vO2DMhNG.jpg
30,41.0,1118177510590533638,1118136422735785984,1555429267000,2019-04-16,22:41:07,WIB,488247892,blockatyou,eh kamu,,Tau sendiri jaenap orangnya malu2 anjing ya kan mana berani ngomong... sampe2 dia gantung diri di pohon cabe gara2 prustasi ehhh malah pohon cabenya yang mati *pengen sedih takut dosa akuhh tuh 😭*,['dwtniaaa'],[],[],1,0,2,,[],https://twitter.com/BlockAtYou/status/1118177510590533638,,,0,https://pbs.twimg.com/profile_images/1122862564457598976/nZNulfC4.jpg
31,47.0,1117717061252202496,1117712107217141760,1555319488000,2019-04-15,16:11:28,WIB,566061314,your_lovetae,sintia💚,,"Iya muka bulenya menang banget, posturnya juga pas. Ahh aku sedih kalo inget dia masih 16 tahun..gimana kalo dia udah masuk umur 20an. Mati aku 😭  Iyasih ga kecolongan, tapi bighit kan niatnya masih pengen nyembunyiin 😂",,[],[],1,0,0,,[],https://twitter.com/your_lovetae/status/1117717061252202496,,,0,https://pbs.twimg.com/profile_images/1125394865863315462/3phxnoHx.jpg
32,48.0,1117463608730869765,1117376192070336512,1555259060000,2019-04-14,23:24:20,WIB,970994766,benayasimeon,Naya Simeon,,"Akuuu jugaaaa dapet yg begituaaan..dateng ke site aku, pake baju sobek2, nyeker alias barefoot, foto muke sedih ama hiu mati 🤔🦈. Trus pasang di social media seeeolaaaah dianyaa pahlawaan. Uda pengen aku lempar pake hiu mati yg gedenya 2 meter.","['rappidroid', 'vidlya']",[],[],2,0,2,,[],https://twitter.com/BenayaSimeon/status/1117463608730869765,,,0,https://pbs.twimg.com/profile_images/815937032677531648/ljtiIbEJ.jpg
33,49.0,1117335250797879297,1117333616449638400,1555228457000,2019-04-14,14:54:17,WIB,1017352300371763200,avg_92yura,형원,,"ANTARA NGAKAK SAMA SEDIH, NOS. NGAKAKNYA LUCU LIAT BANGSAWAN PADA TUDUH-TUDUHAN, SEDIH SOALNYA BARU NEBAK SPY NYA UDAH MATI AJA WKWKWK😂😂😂 PARAH, EVENT NYA BIKIN DARI LAPER SAMPE PENGEN POOP LAGI, TAPI CUMAN SEBENTAR ASTAGAAAA😂😂😂",['avgside'],[],[],0,0,0,,[],https://twitter.com/AVG_92Yura/status/1117335250797879297,,,0,https://pbs.twimg.com/profile_images/1127703441294315520/5AQR5KCc.jpg
34,72.0,531345043567546368,531345043567546368,1415517504000,2014-11-09,14:18:24,WIB,68720817,ayukristy,Ayu Kristy,,Mungkin genre nya sedih-sedih mendayu galau pengen mati gitu kali ya. Kan kyu banget itu HAHAHA,,[],[],0,0,0,,[],https://twitter.com/ayukristy/status/531345043567546368,,,0,https://pbs.twimg.com/profile_images/774814894952636416/OzFOiBt8.jpg
35,86.0,424554780669640706,424554780669640706,1390056722000,2014-01-18,21:52:02,WIB,251052931,yhe_fahranie,Yustiana Fahrani .S,,Hahaha emang kalo kalian benci aku terus aku gelo gitu galau gitu sedih gitu pengen mati gitu? SORRY? Hahaha,,[],[],0,0,0,,[],https://twitter.com/yhe_fahranie/status/424554780669640706,,,0,https://pbs.twimg.com/profile_images/537166453300928512/sVgxluGW.jpeg
36,93.0,397730606202617857,397730606202617857,1383661340000,2013-11-05,21:22:20,WIB,1148359183,ewithamasria,Ewitha Siregar,,"Hufff RT @Kepotology: Sedih aja kenapa harus mati lampu sekarang, padahal aku lagi pengen galau yg terang2an. Bukan gelap2an gini",,[],[],0,0,0,,[],https://twitter.com/EwithaMasria/status/397730606202617857,,,0,https://pbs.twimg.com/profile_images/632616533848514560/jaV67Cvx.jpg
37,0.0,1127962753920933888,1127962753920933888,1557762251000,2019-05-13,22:44:11,WIB,458080369,hehenyesek,Hehe Nyesek Ya :'),,"Saat sendiripun aku bisa tersenyum..tapi saat ada kamu, aku merasa lebih bahagia :')",,[],[],0,0,0,,[],https://twitter.com/HeheNyesek/status/1127962753920933888,,,0,https://pbs.twimg.com/profile_images/1110606159990251521/8uLBuQit.jpg
38,1.0,1127962720198729728,1127962720198729728,1557762243000,2019-05-13,22:44:03,WIB,997599688281833473,anluvocean,Ca🌊 | inactive,,Istirahat dulu biar hatiku bahagia,,[],[],0,0,0,,[],https://twitter.com/anluvocean/status/1127962720198729728,,,0,https://pbs.twimg.com/profile_images/1127184510796218368/0h1FeEt4.jpg
39,4.0,1127962664150257666,1127962664150257666,1557762230000,2019-05-13,22:43:50,WIB,945530387786117120,ftrayprmt44,F A P,,Lagunya Yura yg Harus Bahagia moodbooster banget yak malam ini,,[],[],0,0,0,,[],https://twitter.com/ftrayprmt44/status/1127962664150257666,,,0,https://pbs.twimg.com/profile_images/1120711204064772098/UKYKFEZY.jpg
40,5.0,1127962614015750145,1127962614015750145,1557762218000,2019-05-13,22:43:38,WIB,1123611730242752512,ressaarian1,Re,,"Hati yg patah mata yg basah semua punya hikmah , semoga bahagia selalu 🙏",,[],[],0,0,0,,[],https://twitter.com/RessaArian1/status/1127962614015750145,,,0,https://pbs.twimg.com/profile_images/1127961699481374720/NTNhCixQ.jpg
41,6.0,1127962587495145472,1127934111962681344,1557762212000,2019-05-13,22:43:32,WIB,966238876720275457,sleepforgood,alienated.,,"Tiap hari absurd:)  Pas nge mos adek kelas, setelah selesai kan masih stay di sekolah. Pada janjian batalin puasa dan manjat pohon jambu disekolah buat bukaan.  Yang cewe2 ke minimarket beli minuman. Bahagia.",['tanya2rl'],[],[],0,0,0,,[],https://twitter.com/sleepforgood/status/1127962587495145472,,,0,https://pbs.twimg.com/profile_images/1126389901769859073/p_InSv8Z.jpg
42,7.0,1127962556037918721,1127961254956376064,1557762204000,2019-05-13,22:43:24,WIB,60014174,dimazpjunior,Dimas Dimiong,,"Alhamdulillah, semoga bahagia terus sama lancar semua urusannya ya goel",['bagoesindrawan'],[],[],0,0,0,,[],https://twitter.com/DimazPJunior/status/1127962556037918721,,,0,https://pbs.twimg.com/profile_images/1112588569267204097/7e1lEmEv.jpg
43,9.0,1127962527554342912,1127962527554342912,1557762197000,2019-05-13,22:43:17,WIB,931959036076888064,miccocii,🎸zaraaa s/h,,"Kamu harus balik dengan keadaan sehat dan bahagia! Jaga diri ya, Uri Leader💓 @Official_YJS_",['official_yjs_'],[],[],0,0,0,,[],https://twitter.com/miccocii/status/1127962527554342912,,,0,https://pbs.twimg.com/profile_images/1114116607993716736/OQLTrGhX.jpg
44,12.0,1127962487481982976,1127396873612906496,1557762188000,2019-05-13,22:43:08,WIB,2149423598,aintangeel,baby ocen 𝔀𝓼𝓵𝔂 🍓,,Ikutan mo nambahin la gua. Pokonya kalian pasti bisa bahagia dengan cara kalian sendiri tanpa harus ikutan cara orang. Dan enjoy ur life. Dan jangan lupa pasti ada orang yang bakal selalu support kalian 😘,"['bbaeircne', 'jxnrxykim', 'jenniesys', 'domiesomi', 'rose_rosesbpink', 'jdeniv', 'sejeh_', '_ximply4', 'kkimdubuu']",[],[],0,2,1,,[],https://twitter.com/aintangeel/status/1127962487481982976,,,0,https://pbs.twimg.com/profile_images/1125077755375128576/afkaFrcO.jpg
45,13.0,1127962482323087361,1127962482323087361,1557762186000,2019-05-13,22:43:06,WIB,2955502316,hyuckkei,ًador ✰!!,,lu semua tau ga sih gw tiap hari berangkat skola liat bulan utuh besar bgt bahagia 😭😭😭😭,,[],[],1,0,0,,[],https://twitter.com/hyuckkei/status/1127962482323087361,,,0,https://pbs.twimg.com/profile_images/1124985850272464896/h_GgMTB5.jpg
46,14.0,1127962461682819072,1127962461682819072,1557762182000,2019-05-13,22:43:02,WIB,885737139727507456,eummaw,𝓑𝓮𝓵𝓵𝓮 ♡̷,,nana bahagia terus ya! bubun jg minta maaf kl nda bs jd bubun yg perfect kea yg lain hehe. bubun sayang nana pokoknya ❤❤❤❤  https://twitter.com/txpokki/status/1127947495160422400 …,,['https://twitter.com/txpokki/status/1127947495160422400'],[],0,0,0,,[],https://twitter.com/eummaw/status/1127962461682819072,,https://twitter.com/txpokki/status/1127947495160422400,0,https://pbs.twimg.com/profile_images/1127864757984219136/E0ltrqnB.jpg
47,19.0,1127962310591504384,1127508114800930816,1557762146000,2019-05-13,22:42:26,WIB,93094401,shafiraar,𝕔𝕚𝕝.,,happy birthday ghinaaa! bahagia selalu ya🤗✨✨,['ghinarhp'],[],[],0,0,0,,[],https://twitter.com/shafiraar/status/1127962310591504384,,,0,https://pbs.twimg.com/profile_images/1125998731319373830/hgNIKiwM.jpg
48,21.0,1127962281784922118,1127962281784922118,1557762139000,2019-05-13,22:42:19,WIB,2397257874,goodly27,HACKED,,Aku hanya ingin mendapatkan hak ku. Hak ku untuk bahagia dan merasakan cinta tulus darimu sayang :)),,[],[],0,0,0,,[],https://twitter.com/goodly27/status/1127962281784922118,,,0,https://pbs.twimg.com/profile_images/448028830578778112/vT7Ugzsk.png
49,23.0,1127962260582744070,1127952674232471552,1557762134000,2019-05-13,22:42:14,WIB,1115880498608267264,soobinmushola,jfb? Soobin,,Bagus dong. Berarti bahagia kamu sederhana,['ddiyeonxi'],[],[],1,0,0,,[],https://twitter.com/soobinmushola/status/1127962260582744070,,,0,https://pbs.twimg.com/profile_images/1127945217053618176/9UMbR-OL.jpg
